Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub-Category,Product_Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Order_Month_Name,Order_Quarter,Order_Day,Weekday,Is_Weekend,Sales_per_Quantity,Profit_Margin,Order_Week,Day_of_Week,Shipping_Days,Discount_Flag,Customer_Order_Count,Product_Order_Count
5275,CA-2015-162887,2015-11-07,2015-11-09,2,SV-20785,Stewart Visinsky,0,United States,60,43,5408,1,FUR-CH-10000595,0,Chairs,Safco Contoured Stacking Chairs,715.2,3,0.0,178.8,2015,11,November,4,7,Saturday,1,238.4,25.0,45,Saturday,2,0,25,8
5276,CA-2017-147333,2017-12-14,2017-12-20,3,KL-16555,Kelly Lampkin,1,United States,150,2,72701,2,TEC-AC-10004469,2,Accessories,Microsoft Sculpt Comfort Mouse,159.8,4,0.0,70.312,2017,12,December,4,14,Thursday,0,39.95,43.99999999999999,50,Thursday,6,0,22,10
5277,CA-2017-147333,2017-12-14,2017-12-20,3,KL-16555,Kelly Lampkin,1,United States,150,2,72701,2,TEC-AC-10003038,2,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,5,0.0,8.5025,2017,12,December,4,14,Thursday,0,8.95,19.0,50,Thursday,6,0,22,13
5278,CA-2014-113859,2014-09-13,2014-09-17,3,BC-11125,Becky Castell,2,United States,344,41,79762,0,FUR-CH-10004698,0,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,6,0.3,-9.7176,2014,9,September,3,13,Saturday,1,56.686,-2.857142857142857,37,Saturday,4,1,18,8
5279,CA-2014-159681,2014-12-07,2014-12-13,3,PO-18850,Patrick O'Brill,0,United States,500,44,23464,2,OFF-PA-10003641,1,Paper,Xerox 1909,105.52,4,0.0,48.5392,2014,12,December,4,7,Sunday,1,26.38,46.0,49,Sunday,6,0,22,9
5280,US-2017-104094,2017-09-07,2017-09-11,3,AG-10675,Anna Gayman,0,United States,299,47,53209,0,TEC-AC-10002134,2,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,1,0.0,1.8872,2017,9,September,3,7,Thursday,0,13.48,13.999999999999998,36,Thursday,4,0,15,3
5281,CA-2017-152709,2017-10-07,2017-10-12,3,DB-13210,Dean Braden,0,United States,123,20,48234,0,OFF-ST-10001837,1,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,2017,10,October,4,7,Saturday,1,42.76,26.0,40,Saturday,5,0,21,8
5282,CA-2015-105158,2015-09-05,2015-09-10,3,SP-20860,Sung Pak,1,United States,410,21,55901,0,FUR-FU-10001706,0,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,9,September,3,5,Saturday,1,3.08,48.0,36,Saturday,5,0,24,10
5283,CA-2015-105158,2015-09-05,2015-09-10,3,SP-20860,Sung Pak,1,United States,410,21,55901,0,OFF-PA-10001970,1,Paper,Xerox 1881,36.84,3,0.0,17.3148,2015,9,September,3,5,Saturday,1,12.28,47.0,36,Saturday,5,0,24,12
5284,CA-2014-133424,2014-03-30,2014-04-04,3,Dl-13600,Dorris liebe,1,United States,452,45,98105,3,OFF-ST-10002957,1,Storage,Sterilite Show Offs Storage Containers,15.84,3,0.0,0.0,2014,3,March,1,30,Sunday,1,5.28,0.0,13,Sunday,5,0,6,5
5285,CA-2014-133424,2014-03-30,2014-04-04,3,Dl-13600,Dorris liebe,1,United States,452,45,98105,3,OFF-LA-10002312,1,Labels,Avery 490,44.4,3,0.0,22.2,2014,3,March,1,30,Sunday,1,14.8,50.0,13,Sunday,5,0,6,5
5286,CA-2017-105991,2017-05-05,2017-05-06,0,LH-17020,Lisa Hazard,0,United States,267,4,80027,3,OFF-EN-10002600,1,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,9,0.2,7.434,2017,5,May,2,5,Friday,0,2.36,35.0,18,Friday,1,1,6,7
5287,CA-2017-105991,2017-05-05,2017-05-06,0,LH-17020,Lisa Hazard,0,United States,267,4,80027,3,OFF-BI-10003274,1,Binders,"Avery Durable Slant Ring Binders, No Labels",9.552,8,0.7,-7.3232,2017,5,May,2,5,Friday,0,1.194,-76.66666666666667,18,Friday,1,1,6,9
5288,CA-2017-105991,2017-05-05,2017-05-06,0,LH-17020,Lisa Hazard,0,United States,267,4,80027,3,FUR-BO-10004467,0,Bookcases,Bestar Classic Bookcase,89.991,3,0.7,-152.9847,2017,5,May,2,5,Friday,0,29.997,-170.0,18,Friday,1,1,6,8
5289,US-2017-136784,2017-04-30,2017-05-05,3,AD-10180,Alan Dominguez,2,United States,438,3,94122,3,OFF-PA-10000675,1,Paper,Xerox 1919,163.96,4,0.0,80.3404,2017,4,April,2,30,Sunday,1,40.99,49.0,17,Sunday,5,0,12,9
5290,CA-2014-146283,2014-09-08,2014-09-15,3,KT-16465,Kean Takahito,0,United States,207,41,77036,0,OFF-PA-10002259,1,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",17.904,2,0.2,6.2664,2014,9,September,3,8,Monday,0,8.952,35.0,37,Monday,7,1,14,3
5291,CA-2014-146283,2014-09-08,2014-09-15,3,KT-16465,Kean Takahito,0,United States,207,41,77036,0,FUR-CH-10004287,0,Chairs,SAFCO Arco Folding Chair,966.7,5,0.3,-13.81,2014,9,September,3,8,Monday,0,193.34,-1.4285714285714286,37,Monday,7,1,14,13
5292,CA-2014-146283,2014-09-08,2014-09-15,3,KT-16465,Kean Takahito,0,United States,207,41,77036,0,OFF-PA-10000482,1,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.112,6,0.2,61.4628,2014,9,September,3,8,Monday,0,30.352,33.75,37,Monday,7,1,14,6
5293,CA-2017-151218,2017-06-20,2017-06-23,0,PJ-19015,Pauline Johnson,0,United States,295,8,33180,2,OFF-ST-10004835,1,Storage,Plastic Stacking Crates & Casters,4.464,1,0.2,0.3348,2017,6,June,2,20,Tuesday,0,4.464,7.499999999999998,25,Tuesday,3,1,10,4
5294,CA-2015-111073,2015-12-26,2015-12-30,3,MC-18100,Mick Crebagga,0,United States,287,33,44256,1,FUR-TA-10004086,0,Tables,KI Adjustable-Height Table,51.588,1,0.4,-15.4764,2015,12,December,4,26,Saturday,1,51.588,-30.0,52,Saturday,4,1,19,18
5295,CA-2017-144883,2017-08-15,2017-08-19,3,BO-11350,Bill Overfelt,1,United States,418,21,55113,0,OFF-LA-10000305,1,Labels,Avery 495,50.4,8,0.0,23.184,2017,8,August,3,15,Tuesday,0,6.3,46.0,33,Tuesday,4,0,12,4
5296,CA-2017-142174,2017-03-04,2017-03-09,3,DP-13000,Darren Powers,0,United States,207,41,77041,0,OFF-PA-10000806,1,Paper,Xerox 1934,89.568,2,0.2,32.4684,2017,3,March,1,4,Saturday,1,44.784,36.25000000000001,9,Saturday,5,1,17,5
5297,CA-2017-108791,2017-07-27,2017-07-31,3,TM-21490,Tony Molinari,0,United States,527,30,10701,1,FUR-FU-10004018,0,Furnishings,Tensor Computer Mounted Lamp,14.89,1,0.0,4.0203,2017,7,July,3,27,Thursday,0,14.89,27.0,30,Thursday,4,0,4,8
5298,CA-2017-108791,2017-07-27,2017-07-31,3,TM-21490,Tony Molinari,0,United States,527,30,10701,1,TEC-PH-10002660,2,Phones,Nortel Networks T7316 E Nt8 B27,543.92,8,0.0,135.98,2017,7,July,3,27,Thursday,0,67.99,25.0,30,Thursday,4,0,4,6
5299,CA-2016-106656,2016-09-23,2016-09-26,0,DV-13045,Darrin Van Huff,1,United States,437,3,92037,3,OFF-EN-10001509,1,Envelopes,Poly String Tie Envelopes,4.08,2,0.0,1.9176,2016,9,September,3,23,Friday,0,2.04,47.0,38,Friday,3,0,9,11
5300,CA-2016-106656,2016-09-23,2016-09-26,0,DV-13045,Darrin Van Huff,1,United States,437,3,92037,3,OFF-LA-10003148,1,Labels,Avery 51,18.9,3,0.0,8.694,2016,9,September,3,23,Friday,0,6.3,46.00000000000001,38,Friday,3,0,9,5
5301,CA-2016-113831,2016-05-30,2016-06-03,3,AH-10690,Anna Häberlin,1,United States,464,44,22153,2,FUR-TA-10002645,0,Tables,Hon Rectangular Conference Tables,2275.5,10,0.0,386.835,2016,5,May,2,30,Monday,0,227.55,17.0,22,Monday,4,0,23,4
5302,CA-2016-113831,2016-05-30,2016-06-03,3,AH-10690,Anna Häberlin,1,United States,464,44,22153,2,TEC-AC-10003033,2,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,6,0.0,653.301,2016,5,May,2,30,Monday,0,329.95,33.0,22,Monday,4,0,23,10
5303,CA-2016-113831,2016-05-30,2016-06-03,3,AH-10690,Anna Häberlin,1,United States,464,44,22153,2,OFF-LA-10001297,1,Labels,Avery 473,62.1,6,0.0,29.808,2016,5,May,2,30,Monday,0,10.35,48.0,22,Monday,4,0,23,6
5304,US-2014-139500,2014-11-16,2014-11-20,3,AB-10165,Alan Barnes,0,United States,116,11,62521,0,FUR-CH-10002017,0,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,37.296,2,0.3,-1.0656,2014,11,November,4,16,Sunday,1,18.648,-2.857142857142857,46,Sunday,4,1,14,5
5305,US-2014-166310,2014-09-21,2014-09-23,0,JS-15940,Joni Sundaresam,2,United States,163,41,75043,0,FUR-FU-10001546,0,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,2014,9,September,3,21,Sunday,1,4.272,-87.5,38,Sunday,2,1,8,7
5306,US-2016-168410,2016-02-21,2016-02-26,3,BV-11245,Benjamin Venier,1,United States,343,30,11572,1,FUR-FU-10000629,0,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,5,0.0,28.959,2016,2,February,1,21,Sunday,1,13.79,42.0,7,Sunday,5,0,14,8
5307,US-2016-168410,2016-02-21,2016-02-26,3,BV-11245,Benjamin Venier,1,United States,343,30,11572,1,OFF-ST-10000036,1,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,3,0.0,80.0199,2016,2,February,1,21,Sunday,1,98.79,27.0,7,Sunday,5,0,14,6
5308,US-2016-168410,2016-02-21,2016-02-26,3,BV-11245,Benjamin Venier,1,United States,343,30,11572,1,TEC-PH-10002583,2,Phones,iOttie HLCRIO102 Car Mount,39.98,2,0.0,1.999,2016,2,February,1,21,Sunday,1,19.99,5.000000000000001,7,Sunday,5,0,14,5
5309,CA-2017-131254,2017-11-19,2017-11-21,0,NC-18415,Nathan Cano,0,United States,207,41,77095,0,FUR-CH-10003774,0,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",191.058,3,0.3,-46.3998,2017,11,November,4,19,Sunday,1,63.686,-24.285714285714285,46,Sunday,2,1,14,14
5310,CA-2017-131254,2017-11-19,2017-11-21,0,NC-18415,Nathan Cano,0,United States,207,41,77095,0,OFF-AR-10003876,1,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,5,0.2,3.912,2017,11,November,4,19,Sunday,1,2.608,30.0,46,Sunday,2,1,14,2
5311,CA-2017-131254,2017-11-19,2017-11-21,0,NC-18415,Nathan Cano,0,United States,207,41,77095,0,OFF-BI-10003527,1,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,6,0.8,-2287.782,2017,11,November,4,19,Sunday,1,254.198,-150.0,46,Sunday,2,1,14,10
5312,CA-2016-123414,2016-08-21,2016-08-27,3,SU-20665,Stephanie Ulpright,2,United States,179,31,27834,2,OFF-LA-10004559,1,Labels,Avery 49,9.216,4,0.2,3.3408,2016,8,August,3,21,Sunday,1,2.304,36.25000000000001,33,Sunday,6,1,18,6
5313,CA-2016-123414,2016-08-21,2016-08-27,3,SU-20665,Stephanie Ulpright,2,United States,179,31,27834,2,OFF-SU-10002573,1,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048,2,0.2,3.506,2016,8,August,3,21,Sunday,1,14.024,12.5,33,Sunday,6,1,18,8
5314,CA-2017-137876,2017-04-30,2017-05-05,3,DJ-13510,Don Jones,1,United States,438,3,94110,3,FUR-FU-10000222,0,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2,0.0,21.4368,2017,4,April,2,30,Sunday,1,32.48,33.00000000000001,17,Sunday,5,0,13,5
5315,CA-2017-137876,2017-04-30,2017-05-05,3,DJ-13510,Don Jones,1,United States,438,3,94110,3,OFF-EN-10001219,1,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,4,0.0,14.9744,2017,4,April,2,30,Sunday,1,7.64,49.0,17,Sunday,5,0,13,8
5316,CA-2016-154060,2016-05-02,2016-05-08,3,DL-12865,Dan Lawera,0,United States,178,31,27405,2,FUR-CH-10002304,0,Chairs,"Global Stack Chair without Arms, Black",187.056,9,0.2,11.691,2016,5,May,2,2,Monday,0,20.784,6.25,18,Monday,6,1,14,7
5317,US-2017-162558,2017-10-02,2017-10-05,0,Dp-13240,Dean percer,2,United States,228,40,37918,2,FUR-FU-10002364,0,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2,0.2,1.3284,2017,10,October,4,2,Monday,0,5.904,11.25,40,Monday,3,1,29,12
5318,US-2017-162558,2017-10-02,2017-10-05,0,Dp-13240,Dean percer,2,United States,228,40,37918,2,FUR-FU-10004864,0,Furnishings,Eldon 500 Class Desk Accessories,9.656,1,0.2,1.5691,2017,10,October,4,2,Monday,0,9.656,16.249999999999996,40,Monday,3,1,29,6
5319,US-2017-162558,2017-10-02,2017-10-05,0,Dp-13240,Dean percer,2,United States,228,40,37918,2,OFF-PA-10003172,1,Paper,Xerox 1996,20.736,4,0.2,7.2576,2017,10,October,4,2,Monday,0,5.184,35.0,40,Monday,3,1,29,8
5320,US-2017-162558,2017-10-02,2017-10-05,0,Dp-13240,Dean percer,2,United States,228,40,37918,2,OFF-BI-10000977,1,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.888,2017,10,October,4,2,Monday,0,9.12,-80.0,40,Monday,3,1,29,13
5321,US-2017-162558,2017-10-02,2017-10-05,0,Dp-13240,Dean percer,2,United States,228,40,37918,2,FUR-TA-10000198,0,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,7,0.4,-1002.7836,2017,10,October,4,2,Monday,0,330.588,-43.333333333333336,40,Monday,3,1,29,5
5322,US-2017-162558,2017-10-02,2017-10-05,0,Dp-13240,Dean percer,2,United States,228,40,37918,2,OFF-BI-10003984,1,Binders,Lock-Up Easel 'Spel-Binder',34.236,4,0.7,-26.2476,2017,10,October,4,2,Monday,0,8.559,-76.66666666666667,40,Monday,3,1,29,7
5323,US-2017-162558,2017-10-02,2017-10-05,0,Dp-13240,Dean percer,2,United States,228,40,37918,2,FUR-FU-10003691,0,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2,0.2,5.928,2017,10,October,4,2,Monday,0,9.88,30.0,40,Monday,3,1,29,5
5324,CA-2017-134439,2017-09-18,2017-09-23,2,TM-21010,Tamara Manning,0,United States,171,25,68801,0,OFF-PA-10004082,1,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,0.0,7.98,2017,9,September,3,18,Monday,0,7.98,50.0,38,Monday,5,0,19,7
5325,CA-2015-119508,2015-12-04,2015-12-09,3,TZ-21580,Tracy Zic,0,United States,240,3,90712,3,OFF-AR-10003723,1,Art,Avery Hi-Liter Fluorescent Desk Style Markers,16.9,5,0.0,6.253,2015,12,December,4,4,Friday,0,3.38,37.00000000000001,49,Friday,5,0,9,2
5326,CA-2015-119508,2015-12-04,2015-12-09,3,TZ-21580,Tracy Zic,0,United States,240,3,90712,3,FUR-FU-10004270,0,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",25.08,6,0.0,9.0288,2015,12,December,4,4,Friday,0,4.18,36.00000000000001,49,Friday,5,0,9,8
5327,CA-2015-152681,2015-01-17,2015-01-22,3,SC-20260,Scott Cohen,1,United States,247,19,1841,1,OFF-AR-10003183,1,Art,Avery Fluorescent Highlighter Four-Color Set,6.68,2,0.0,2.004,2015,1,January,1,17,Saturday,1,3.34,30.0,3,Saturday,5,0,18,8
5328,CA-2014-130813,2014-01-06,2014-01-08,2,LS-17230,Lycoris Saunders,0,United States,266,3,90049,3,OFF-PA-10002005,1,Paper,Xerox 225,19.44,3,0.0,9.3312,2014,1,January,1,6,Monday,0,6.48,48.00000000000001,2,Monday,2,0,6,9
5329,CA-2015-120320,2015-03-05,2015-03-09,3,MV-18190,Mike Vittorini,0,United States,207,41,77036,0,TEC-PH-10000149,2,Phones,Cisco SPA525G2 IP Phone - Wireless,31.92,2,0.2,2.394,2015,3,March,1,5,Thursday,0,15.96,7.5,10,Thursday,4,1,11,5
5330,CA-2016-111941,2016-12-25,2016-12-28,2,BD-11620,Brian DeCherney,0,United States,329,30,10035,1,OFF-BI-10001524,1,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,33.568,2,0.2,11.7488,2016,12,December,4,25,Sunday,1,16.784,35.0,51,Sunday,3,1,8,14
5331,CA-2016-123120,2016-09-04,2016-09-08,3,CV-12295,Christina VanderZanden,0,United States,329,30,10011,1,FUR-FU-10004748,0,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,0.0,24.9366,2016,9,September,3,4,Sunday,1,63.94,39.0,35,Sunday,4,0,13,4
5332,CA-2016-123120,2016-09-04,2016-09-08,3,CV-12295,Christina VanderZanden,0,United States,329,30,10011,1,OFF-BI-10001460,1,Binders,Plastic Binding Combs,60.6,5,0.2,20.4525,2016,9,September,3,4,Sunday,1,12.12,33.75,35,Sunday,4,1,13,5
5333,CA-2016-123120,2016-09-04,2016-09-08,3,CV-12295,Christina VanderZanden,0,United States,329,30,10011,1,OFF-SU-10002503,1,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,0.0,6.5888,2016,9,September,3,4,Sunday,1,5.68,29.000000000000004,35,Sunday,4,0,13,4
5334,CA-2014-103331,2014-08-26,2014-09-01,3,KB-16315,Karl Braun,0,United States,330,6,19711,1,FUR-FU-10001731,0,Furnishings,Acrylic Self-Standing Desk Frames,10.68,4,0.0,4.0584,2014,8,August,3,26,Tuesday,0,2.67,38.0,35,Tuesday,6,0,22,8
5335,CA-2014-103331,2014-08-26,2014-09-01,3,KB-16315,Karl Braun,0,United States,330,6,19711,1,OFF-PA-10002160,1,Paper,Xerox 1978,17.34,3,0.0,8.4966,2014,8,August,3,26,Tuesday,0,5.78,49.00000000000001,35,Tuesday,6,0,22,8
5336,CA-2014-103331,2014-08-26,2014-09-01,3,KB-16315,Karl Braun,0,United States,330,6,19711,1,OFF-PA-10002659,1,Paper,Avoid Verbal Orders Carbonless Minifold Book,3.38,1,0.0,1.5548,2014,8,August,3,26,Tuesday,0,3.38,46.0,35,Tuesday,6,0,22,5
5337,CA-2015-169278,2015-05-21,2015-05-25,3,ME-18010,Michelle Ellison,1,United States,452,45,98105,3,OFF-BI-10001636,1,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672,2015,5,May,2,21,Thursday,0,6.744,32.50000000000001,21,Thursday,4,1,6,9
5338,CA-2017-111577,2017-10-16,2017-10-21,3,AJ-10780,Anthony Jacobs,1,United States,451,1,85254,3,OFF-PA-10000062,1,Paper,Green Bar Computer Printout Paper,307.776,7,0.2,111.5688,2017,10,October,4,16,Monday,0,43.968,36.25,42,Monday,5,1,15,5
5339,CA-2015-146486,2015-11-09,2015-11-14,2,DV-13465,Dianna Vittorini,0,United States,343,30,11572,1,OFF-ST-10002554,1,Storage,Tennsco Industrial Shelving,244.55,5,0.0,4.891,2015,11,November,4,9,Monday,0,48.91,2.0,46,Monday,5,0,15,9
5340,CA-2015-146486,2015-11-09,2015-11-14,2,DV-13465,Dianna Vittorini,0,United States,343,30,11572,1,OFF-EN-10001509,1,Envelopes,Poly String Tie Envelopes,12.24,6,0.0,5.7528,2015,11,November,4,9,Monday,0,2.04,47.0,46,Monday,5,0,15,11
5341,CA-2015-146486,2015-11-09,2015-11-14,2,DV-13465,Dianna Vittorini,0,United States,343,30,11572,1,TEC-AC-10002018,2,Accessories,AmazonBasics 3-Button USB Wired Mouse,13.98,2,0.0,6.0114,2015,11,November,4,9,Monday,0,6.99,43.0,46,Monday,5,0,15,5
5342,CA-2015-146486,2015-11-09,2015-11-14,2,DV-13465,Dianna Vittorini,0,United States,343,30,11572,1,TEC-AC-10002637,2,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),899.95,5,0.0,53.997,2015,11,November,4,9,Monday,0,179.99,6.0,46,Monday,5,0,15,5
5343,US-2014-168501,2014-11-21,2014-11-27,3,JK-15325,Jason Klamczynski,1,United States,109,41,75220,0,OFF-EN-10001509,1,Envelopes,Poly String Tie Envelopes,1.632,1,0.2,0.5508,2014,11,November,4,21,Friday,0,1.632,33.75,47,Friday,6,1,4,11
5344,US-2014-168501,2014-11-21,2014-11-27,3,JK-15325,Jason Klamczynski,1,United States,109,41,75220,0,TEC-PH-10004922,2,Phones,RCA Visys Integrated PBX 8-Line Router,267.96,5,0.2,16.7475,2014,11,November,4,21,Friday,0,53.592,6.25,47,Friday,6,1,4,5
5345,CA-2015-112053,2015-10-11,2015-10-13,2,SH-20395,Shahid Hopkins,0,United States,410,30,14609,1,TEC-AC-10002550,2,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",31.95,1,0.0,2.2365,2015,10,October,4,11,Sunday,1,31.95,6.999999999999999,41,Sunday,2,0,15,4
5346,CA-2017-108539,2017-03-21,2017-03-23,2,SC-20725,Steven Cartwright,0,United States,266,3,90045,3,OFF-ST-10003208,1,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0.0,210.4936,2017,3,March,1,21,Tuesday,0,181.46,29.0,12,Tuesday,2,0,26,12
5347,CA-2017-108539,2017-03-21,2017-03-23,2,SC-20725,Steven Cartwright,0,United States,266,3,90045,3,OFF-BI-10003981,1,Binders,"Avery Durable Plastic 1"" Binders",10.896,3,0.2,3.9498,2017,3,March,1,21,Tuesday,0,3.632,36.25,12,Tuesday,2,1,26,7
5348,CA-2017-108539,2017-03-21,2017-03-23,2,SC-20725,Steven Cartwright,0,United States,266,3,90045,3,OFF-BI-10001031,1,Binders,Pressboard Data Binders by Wilson Jones,8.544,2,0.2,2.8836,2017,3,March,1,21,Tuesday,0,4.272,33.75,12,Tuesday,2,1,26,8
5349,CA-2015-149811,2015-01-04,2015-01-10,3,CS-12250,Chris Selesnick,1,United States,523,21,55125,0,OFF-BI-10003676,1,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,3,0.0,15.5232,2015,1,January,1,4,Sunday,1,10.78,47.99999999999999,1,Sunday,6,0,28,12
5350,CA-2015-149811,2015-01-04,2015-01-10,3,CS-12250,Chris Selesnick,1,United States,523,21,55125,0,OFF-PA-10004082,1,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",39.9,5,0.0,19.95,2015,1,January,1,4,Sunday,1,7.979999999999999,50.0,1,Sunday,6,0,28,7
5351,US-2017-103814,2017-12-09,2017-12-16,3,LH-16900,Lena Hernandez,0,United States,361,11,60068,0,OFF-PA-10001019,1,Paper,Xerox 1884,143.856,9,0.2,48.5514,2017,12,December,4,9,Saturday,1,15.984,33.75,49,Saturday,7,1,15,8
5352,CA-2016-123932,2016-09-06,2016-09-12,3,YC-21895,Yoseph Carroll,1,United States,109,41,75217,0,OFF-PA-10004665,1,Paper,Advantus Motivational Note Cards,41.92,4,0.2,15.196,2016,9,September,3,6,Tuesday,0,10.48,36.25,36,Tuesday,6,1,8,5
5353,CA-2016-123932,2016-09-06,2016-09-12,3,YC-21895,Yoseph Carroll,1,United States,109,41,75217,0,TEC-PH-10002447,2,Phones,AT&T CL83451 4-Handset Telephone,329.584,2,0.2,37.0782,2016,9,September,3,6,Tuesday,0,164.792,11.25,36,Tuesday,6,1,8,4
5354,US-2016-101616,2016-09-03,2016-09-06,0,CY-12745,Craig Yedwab,1,United States,308,16,71203,2,OFF-BI-10000014,1,Binders,Heavy-Duty E-Z-D Binders,87.28,8,0.0,41.0216,2016,9,September,3,3,Saturday,1,10.91,47.0,35,Saturday,3,0,11,8
5355,CA-2014-113768,2014-05-13,2014-05-19,3,AH-10030,Aaron Hawkins,1,United States,266,3,90004,3,FUR-CH-10002439,0,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",279.456,6,0.2,20.9592,2014,5,May,2,13,Tuesday,0,46.576,7.5,20,Tuesday,6,1,11,6
5356,CA-2014-113768,2014-05-13,2014-05-19,3,AH-10030,Aaron Hawkins,1,United States,266,3,90004,3,OFF-PA-10003063,1,Paper,EcoTones Memo Sheets,8.0,2,0.0,3.84,2014,5,May,2,13,Tuesday,0,4.0,48.0,20,Tuesday,6,0,11,3
5357,CA-2016-138037,2016-09-29,2016-10-03,3,AR-10540,Andy Reiter,0,United States,438,3,94109,3,OFF-BI-10002982,1,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27.24,5,0.2,9.534,2016,9,September,3,29,Thursday,0,5.448,35.0,39,Thursday,4,1,9,11
5358,CA-2014-150490,2014-08-05,2014-08-11,3,SS-20590,Sonia Sunley,0,United States,438,3,94122,3,TEC-AC-10004510,2,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,16.36,1,0.0,1.636,2014,8,August,3,5,Tuesday,0,16.36,10.0,32,Tuesday,6,0,9,12
5359,CA-2014-150490,2014-08-05,2014-08-11,3,SS-20590,Sonia Sunley,0,United States,438,3,94122,3,OFF-ST-10000321,1,Storage,Akro Stacking Bins,15.78,2,0.0,0.6312,2014,8,August,3,5,Tuesday,0,7.89,4.0,32,Tuesday,6,0,9,6
5360,CA-2014-150490,2014-08-05,2014-08-11,3,SS-20590,Sonia Sunley,0,United States,438,3,94122,3,OFF-AR-10004602,1,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2,0.0,12.8744,2014,8,August,3,5,Tuesday,0,22.99,28.000000000000004,32,Tuesday,6,0,9,7
5361,US-2017-126060,2017-04-14,2017-04-18,3,DW-13585,Dorothy Wardle,1,United States,150,31,28314,2,FUR-BO-10003433,0,Bookcases,Sauder Cornerstone Collection Library,198.272,8,0.2,-32.2192,2017,4,April,2,14,Friday,0,24.784,-16.25,15,Friday,4,1,10,3
5362,CA-2017-100951,2017-06-09,2017-06-10,0,NC-18625,Noah Childs,1,United States,109,41,75217,0,OFF-ST-10001496,1,Storage,Standard Rollaway File with Lock,720.76,5,0.2,54.057,2017,6,June,2,9,Friday,0,144.152,7.5,23,Friday,1,1,9,10
5363,CA-2016-122017,2016-12-29,2017-01-02,3,CD-11920,Carlos Daly,0,United States,520,14,67212,0,FUR-FU-10000672,0,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",70.56,6,0.0,23.9904,2016,12,December,4,29,Thursday,0,11.76,34.0,52,Thursday,4,0,9,5
5364,CA-2016-122017,2016-12-29,2017-01-02,3,CD-11920,Carlos Daly,0,United States,520,14,67212,0,OFF-AP-10001293,1,Appliances,Belkin 8 Outlet Surge Protector,81.96,2,0.0,22.9488,2016,12,December,4,29,Thursday,0,40.98,28.000000000000004,52,Thursday,4,0,9,7
5365,CA-2014-123477,2014-01-18,2014-01-21,2,DW-13195,David Wiener,1,United States,464,35,97477,3,OFF-AP-10000692,1,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,0.2,6.4864,2014,1,January,1,18,Saturday,1,16.216,10.0,3,Saturday,3,1,9,6
